,wiki,cohort,new_eds,ret
2105,enwikivoyage,2019-11,137,0.0291970802919708
2106,enwikivoyage,2019-12,111,0.027027027027027032
2107,enwikivoyage,2020-01,139,0.02158273381294964
2108,enwiktionary,2018-01,210,0.03333333333333333
2109,enwiktionary,2018-02,167,0.0718562874251497
2110,enwiktionary,2018-03,207,0.03864734299516908
2111,enwiktionary,2018-04,186,0.026881720430107527
2112,enwiktionary,2018-05,281,0.021352313167259787
2113,enwiktionary,2018-06,235,0.0425531914893617
2114,enwiktionary,2018-07,211,0.018957345971563986
2115,enwiktionary,2018-08,258,0.03875968992248062
2116,enwiktionary,2018-09,248,0.06451612903225806
2117,enwiktionary,2018-10,256,0.03515625
2118,enwiktionary,2018-11,241,0.05394190871369295
2119,enwiktionary,2018-12,236,0.03389830508474576
2120,enwiktionary,2019-01,283,0.024734982332155483
2121,enwiktionary,2019-02,211,0.03791469194312797
2122,enwiktionary,2019-03,258,0.04651162790697674
2123,enwiktionary,2019-04,265,0.0339622641509434
2124,enwiktionary,2019-05,229,0.026200873362445413
2125,enwiktionary,2019-06,218,0.03211009174311927
2126,enwiktionary,2019-07,213,0.03286384976525822
2127,enwiktionary,2019-08,182,0.054945054945054944
2128,enwiktionary,2019-09,227,0.048458149779735685
2129,enwiktionary,2019-10,242,0.033057851239669415
2130,enwiktionary,2019-11,225,0.04
2131,enwiktionary,2019-12,227,0.06167400881057269
2132,enwiktionary,2020-01,244,0.04098360655737705
2133,eowiki,2018-01,8,0.0
2134,eowiki,2018-02,3,0.0
2135,eowiki,2018-03,4,0.0
2136,eowiki,2018-04,5,0.0
2137,eowiki,2018-05,4,0.0
2138,eowiki,2018-06,8,0.125
2139,eowiki,2018-07,8,0.0
2140,eowiki,2018-08,5,0.2
2141,eowiki,2018-09,2,0.5
2142,eowiki,2018-10,6,0.0
2143,eowiki,2018-11,9,0.3333333333333333
2144,eowiki,2018-12,4,0.0
2145,eowiki,2019-01,8,0.375
2146,eowiki,2019-02,3,0.0
2147,eowiki,2019-03,15,0.0
2148,eowiki,2019-04,10,0.1
2149,eowiki,2019-05,9,0.2222222222222222
2150,eowiki,2019-06,5,0.0
2151,eowiki,2019-07,5,0.2
2152,eowiki,2019-08,7,0.0
2153,eowiki,2019-09,6,0.0
2154,eowiki,2019-10,3,0.0
2155,eowiki,2019-11,5,0.0
2156,eowiki,2019-12,5,0.2
2157,eowiki,2020-01,8,0.25
2158,eowikibooks,2018-04,1,0.0
2159,eowikibooks,2019-01,1,0.0
2160,eowikinews,2019-09,1,1.0
2161,eowikinews,2020-01,1,1.0
2162,eowikisource,2018-04,1,0.0
2163,eowikisource,2018-11,1,0.0
2164,eowikisource,2019-08,1,0.0
2165,eswiki,2018-01,7137,0.04455653635981505
2166,eswiki,2018-02,7036,0.04718590108015918
2167,eswiki,2018-03,7946,0.049207148250692175
2168,eswiki,2018-04,7806,0.04432487829874456
2169,eswiki,2018-05,8727,0.03414690042397158
2170,eswiki,2018-06,7334,0.04185983092446141
2171,eswiki,2018-07,6398,0.052203813691778685
2172,eswiki,2018-08,7219,0.043634852472641636
2173,eswiki,2018-09,8811,0.04097151288162524
2174,eswiki,2018-10,9915,0.03721633888048412
2175,eswiki,2018-11,8603,0.03208183191909799
2176,eswiki,2018-12,6649,0.04346518273424575
2177,eswiki,2019-01,7947,0.04681011702529257
2178,eswiki,2019-02,7695,0.038986354775828465
2179,eswiki,2019-03,8400,0.04928571428571429
2180,eswiki,2019-04,7293,0.051693404634581115
2181,eswiki,2019-05,8389,0.037906782691619983
2182,eswiki,2019-06,7435,0.039677202420981834
2183,eswiki,2019-07,6780,0.04041297935103245
2184,eswiki,2019-08,6872,0.03710710128055879
2185,eswiki,2019-09,7222,0.04223206867903628
2186,eswiki,2019-10,9314,0.045630234056259385
2187,eswiki,2019-11,8347,0.03713909188930155
2188,eswiki,2019-12,6483,0.044115378682708616
2189,eswiki,2020-01,7262,0.03745524648857064
2190,eswikibooks,2018-01,8,0.0
2191,eswikibooks,2018-02,12,0.0
2192,eswikibooks,2018-03,33,0.0
2193,eswikibooks,2018-04,10,0.0
2194,eswikibooks,2018-05,14,0.14285714285714285
2195,eswikibooks,2018-06,10,0.0
2196,eswikibooks,2018-07,14,0.0
2197,eswikibooks,2018-08,20,0.0
2198,eswikibooks,2018-09,14,0.0
2199,eswikibooks,2018-10,11,0.0
2200,eswikibooks,2018-11,10,0.0
2201,eswikibooks,2018-12,18,0.0
2202,eswikibooks,2019-01,51,0.0
2203,eswikibooks,2019-02,11,0.0
2204,eswikibooks,2019-03,11,0.0
2205,eswikibooks,2019-04,10,0.1
2206,eswikibooks,2019-05,18,0.05555555555555555
2207,eswikibooks,2019-06,38,0.0
2208,eswikibooks,2019-07,23,0.043478260869565216
2209,eswikibooks,2019-08,12,0.0
2210,eswikibooks,2019-09,11,0.0
2211,eswikibooks,2019-10,6,0.16666666666666666
2212,eswikibooks,2019-11,7,0.0
2213,eswikibooks,2019-12,5,0.0
2214,eswikibooks,2020-01,7,0.0
2215,eswikinews,2018-01,30,0.0
2216,eswikinews,2018-02,18,0.0
2217,eswikinews,2018-03,65,0.0
2218,eswikinews,2018-04,88,0.0
2219,eswikinews,2018-05,34,0.0
2220,eswikinews,2018-06,14,0.0
2221,eswikinews,2018-07,14,0.0
2222,eswikinews,2018-08,14,0.0
2223,eswikinews,2018-09,32,0.0
2224,eswikinews,2018-10,5,0.0
2225,eswikinews,2018-11,40,0.0
2226,eswikinews,2018-12,30,0.03333333333333333
2227,eswikinews,2019-01,61,0.0
2228,eswikinews,2019-02,28,0.0
2229,eswikinews,2019-03,21,0.0
2230,eswikinews,2019-04,8,0.125
2231,eswikinews,2019-05,13,0.0
2232,eswikinews,2019-06,9,0.0
2233,eswikinews,2019-07,12,0.0
2234,eswikinews,2019-08,10,0.0
2235,eswikinews,2019-09,17,0.0
2236,eswikinews,2019-10,79,0.0
2237,eswikinews,2019-11,9,0.1111111111111111
2238,eswikinews,2019-12,2,0.0
2239,eswikinews,2020-01,9,0.0
2240,eswikiquote,2018-01,9,0.0
2241,eswikiquote,2018-02,4,0.0
2242,eswikiquote,2018-03,7,0.0
2243,eswikiquote,2018-04,14,0.07142857142857142
2244,eswikiquote,2018-05,13,0.2307692307692308
2245,eswikiquote,2018-06,5,0.0
2246,eswikiquote,2018-07,5,0.0
2247,eswikiquote,2018-08,5,0.0
2248,eswikiquote,2018-09,5,0.0
2249,eswikiquote,2018-10,8,0.25
2250,eswikiquote,2018-11,7,0.0
2251,eswikiquote,2018-12,12,0.0
2252,eswikiquote,2019-01,11,0.0
2253,eswikiquote,2019-02,18,0.0
2254,eswikiquote,2019-03,5,0.0
2255,eswikiquote,2019-04,7,0.14285714285714285
2256,eswikiquote,2019-05,8,0.0
2257,eswikiquote,2019-06,9,0.0
2258,eswikiquote,2019-07,38,0.0
2259,eswikiquote,2019-08,11,0.0
2260,eswikiquote,2019-09,4,0.0
2261,eswikiquote,2019-10,31,0.0
2262,eswikiquote,2019-11,10,0.1
2263,eswikiquote,2019-12,13,0.0
2264,eswikiquote,2020-01,13,0.0
2265,eswikisource,2018-01,4,0.0
2266,eswikisource,2018-02,5,0.0
2267,eswikisource,2018-03,9,0.0
2268,eswikisource,2018-04,10,0.1
2269,eswikisource,2018-05,8,0.0
2270,eswikisource,2018-06,8,0.0
2271,eswikisource,2018-07,6,0.0
2272,eswikisource,2018-08,4,0.0
2273,eswikisource,2018-09,11,0.0
2274,eswikisource,2018-10,11,0.0
2275,eswikisource,2018-11,21,0.0
2276,eswikisource,2018-12,14,0.0
2277,eswikisource,2019-01,12,0.0
2278,eswikisource,2019-02,6,0.0
2279,eswikisource,2019-03,8,0.0
2280,eswikisource,2019-04,8,0.0
2281,eswikisource,2019-05,8,0.0
2282,eswikisource,2019-06,15,0.0
2283,eswikisource,2019-07,3,0.0
2284,eswikisource,2019-08,16,0.0
2285,eswikisource,2019-09,12,0.08333333333333333
2286,eswikisource,2019-10,5,0.0
2287,eswikisource,2019-11,10,0.0
2288,eswikisource,2019-12,12,0.0
2289,eswikisource,2020-01,27,0.0
2290,eswikiversity,2018-01,43,0.0
2291,eswikiversity,2018-02,15,0.0
2292,eswikiversity,2018-03,14,0.0
2293,eswikiversity,2018-04,12,0.0
2294,eswikiversity,2018-05,23,0.0
2295,eswikiversity,2018-06,90,0.0
2296,eswikiversity,2018-07,17,0.0
2297,eswikiversity,2018-08,11,0.09090909090909093
2298,eswikiversity,2018-09,24,0.0
2299,eswikiversity,2018-10,40,0.0
2300,eswikiversity,2018-11,29,0.0
2301,eswikiversity,2018-12,28,0.07142857142857142
2302,eswikiversity,2019-01,38,0.0
2303,eswikiversity,2019-02,15,0.06666666666666668
2304,eswikiversity,2019-03,21,0.0
2305,eswikiversity,2019-04,22,0.0
2306,eswikiversity,2019-05,30,0.0
2307,eswikiversity,2019-06,18,0.0
2308,eswikiversity,2019-07,7,0.0
2309,eswikiversity,2019-08,22,0.0
2310,eswikiversity,2019-09,33,0.0
2311,eswikiversity,2019-10,129,0.0
2312,eswikiversity,2019-11,28,0.0
2313,eswikiversity,2019-12,46,0.0
2314,eswikiversity,2020-01,47,0.0
2315,eswikivoyage,2018-01,7,0.0
2316,eswikivoyage,2018-02,39,0.02564102564102564
2317,eswikivoyage,2018-03,2,0.0
2318,eswikivoyage,2018-04,4,0.0
2319,eswikivoyage,2018-05,4,0.0
2320,eswikivoyage,2018-06,5,0.0
2321,eswikivoyage,2018-07,5,0.0
2322,eswikivoyage,2018-08,2,0.0
2323,eswikivoyage,2018-09,4,0.0
2324,eswikivoyage,2018-10,8,0.0
2325,eswikivoyage,2018-11,3,0.0
2326,eswikivoyage,2018-12,9,0.0
2327,eswikivoyage,2019-01,6,0.0
2328,eswikivoyage,2019-02,4,0.0
2329,eswikivoyage,2019-03,6,0.0
2330,eswikivoyage,2019-04,8,0.125
2331,eswikivoyage,2019-05,15,0.0
2332,eswikivoyage,2019-06,16,0.0
2333,eswikivoyage,2019-07,15,0.0
2334,eswikivoyage,2019-08,12,0.0
2335,eswikivoyage,2019-09,4,0.0
2336,eswikivoyage,2019-10,29,0.0
2337,eswikivoyage,2019-11,12,0.08333333333333333
2338,eswikivoyage,2019-12,27,0.0
2339,eswikivoyage,2020-01,25,0.0
2340,eswiktionary,2018-01,16,0.0
2341,eswiktionary,2018-02,14,0.07142857142857142
2342,eswiktionary,2018-03,25,0.0
2343,eswiktionary,2018-04,28,0.03571428571428571
2344,eswiktionary,2018-05,37,0.0
2345,eswiktionary,2018-06,21,0.0
2346,eswiktionary,2018-07,21,0.0
2347,eswiktionary,2018-08,21,0.047619047619047616
2348,eswiktionary,2018-09,45,0.022222222222222227
2349,eswiktionary,2018-10,50,0.0
2350,eswiktionary,2018-11,23,0.0
2351,eswiktionary,2018-12,20,0.0
2352,eswiktionary,2019-01,27,0.0
2353,eswiktionary,2019-02,27,0.0
2354,eswiktionary,2019-03,27,0.0
2355,eswiktionary,2019-04,25,0.04
2356,eswiktionary,2019-05,22,0.0
2357,eswiktionary,2019-06,24,0.0
2358,eswiktionary,2019-07,29,0.0
2359,eswiktionary,2019-08,12,0.0
2360,eswiktionary,2019-09,20,0.0
2361,eswiktionary,2019-10,32,0.0
2362,eswiktionary,2019-11,37,0.027027027027027032
2363,eswiktionary,2019-12,20,0.05
2364,eswiktionary,2020-01,21,0.0
2365,etwiki,2018-01,166,0.08433734939759037
2366,etwiki,2018-02,264,0.11742424242424244
2367,etwiki,2018-03,366,0.20765027322404367
2368,etwiki,2018-04,239,0.13807531380753138
2369,etwiki,2018-05,197,0.07614213197969544
2370,etwiki,2018-06,88,0.10227272727272728
2371,etwiki,2018-07,53,0.05660377358490566
2372,etwiki,2018-08,51,0.09803921568627452
2373,etwiki,2018-09,140,0.2714285714285714
2374,etwiki,2018-10,213,0.3286384976525822
2375,etwiki,2018-11,239,0.12552301255230125
2376,etwiki,2018-12,183,0.07103825136612021
2377,etwiki,2019-01,190,0.07894736842105263
2378,etwiki,2019-02,215,0.14883720930232558
2379,etwiki,2019-03,179,0.15083798882681565
2380,etwiki,2019-04,178,0.17415730337078653
2381,etwiki,2019-05,118,0.03389830508474576
2382,etwiki,2019-06,60,0.06666666666666668
2383,etwiki,2019-07,50,0.08
2384,etwiki,2019-08,63,0.07936507936507936
2385,etwiki,2019-09,131,0.19083969465648856
2386,etwiki,2019-10,132,0.11363636363636365
2387,etwiki,2019-11,227,0.06167400881057269
2388,etwiki,2019-12,154,0.12337662337662338
2389,etwiki,2020-01,137,0.051094890510948905
2390,etwikibooks,2018-05,1,0.0
2391,etwikibooks,2018-12,1,1.0
2392,etwikibooks,2019-01,3,0.0
2393,etwikibooks,2019-07,1,1.0
2394,etwikiquote,2018-10,1,1.0
2395,etwikiquote,2019-11,1,0.0
2396,etwikiquote,2020-01,1,0.0
2397,etwikisource,2019-09,1,0.0
2398,etwiktionary,2018-06,1,0.0
2399,etwiktionary,2018-11,2,0.0
2400,etwiktionary,2019-06,13,0.0
2401,etwiktionary,2019-07,2,0.0
2402,etwiktionary,2019-08,1,0.0
2403,etwiktionary,2019-09,2,0.0
2404,etwiktionary,2019-10,8,0.0
2405,etwiktionary,2019-11,6,0.16666666666666666
2406,etwiktionary,2019-12,4,0.0
2407,etwiktionary,2020-01,7,0.0
2408,euwiki,2018-01,77,0.2597402597402597
2409,euwiki,2018-02,217,0.21658986175115208
2410,euwiki,2018-03,132,0.19696969696969696
2411,euwiki,2018-04,80,0.1
2412,euwiki,2018-05,58,0.05172413793103448
2413,euwiki,2018-06,20,0.05
2414,euwiki,2018-07,13,0.2307692307692308
2415,euwiki,2018-08,4,0.0
2416,euwiki,2018-09,97,0.15463917525773194
2417,euwiki,2018-10,223,0.17040358744394618
2418,euwiki,2018-11,111,0.10810810810810813
2419,euwiki,2018-12,57,0.07017543859649122
2420,euwiki,2019-01,75,0.21333333333333332
2421,euwiki,2019-02,187,0.4064171122994653
2422,euwiki,2019-03,165,0.18787878787878787
2423,euwiki,2019-04,124,0.0967741935483871
2424,euwiki,2019-05,102,0.00980392156862745
2425,euwiki,2019-06,17,0.1176470588235294
2426,euwiki,2019-07,13,0.0
2427,euwiki,2019-08,7,0.0
2428,euwiki,2019-09,30,0.13333333333333333
2429,euwiki,2019-10,172,0.5581395348837209
2430,euwiki,2019-11,66,0.18181818181818185
2431,euwiki,2019-12,89,0.14606741573033707
2432,euwiki,2020-01,52,0.09615384615384616
2433,extwiki,2018-02,1,0.0
2434,extwiki,2019-07,1,0.0
2435,fawiki,2018-01,2535,0.050887573964497036
2436,fawiki,2018-02,2360,0.05084745762711865
2437,fawiki,2018-03,2067,0.05902273826802128
2438,fawiki,2018-04,2240,0.05625
2439,fawiki,2018-05,2092,0.04923518164435946
2440,fawiki,2018-06,2081,0.061028351753964434
2441,fawiki,2018-07,2111,0.06016106110847939
2442,fawiki,2018-08,2137,0.0645765091249415
2443,fawiki,2018-09,2156,0.06261595547309833
2444,fawiki,2018-10,2305,0.07288503253796096
2445,fawiki,2018-11,2239,0.07012058954890578
2446,fawiki,2018-12,2531,0.05966021335440538
2447,fawiki,2019-01,2755,0.05916515426497278
2448,fawiki,2019-02,2296,0.051829268292682924
2449,fawiki,2019-03,2278,0.0697980684811238
2450,fawiki,2019-04,2457,0.061457061457061465
2451,fawiki,2019-05,2512,0.06449044585987261
2452,fawiki,2019-06,2393,0.06477225240284162
2453,fawiki,2019-07,2452,0.06402936378466557
2454,fawiki,2019-08,2383,0.05874947545111205
2455,fawiki,2019-09,2395,0.05636743215031315
2456,fawiki,2019-10,2581,0.06392870980240217
2457,fawiki,2019-11,1711,0.06779661016949153
2458,fawiki,2019-12,2642,0.056396669190007576
2459,fawiki,2020-01,2785,0.05601436265709156
2460,fawikibooks,2018-01,5,0.0
2461,fawikibooks,2018-02,5,0.2
2462,fawikibooks,2018-03,1,0.0
2463,fawikibooks,2018-04,4,0.0
2464,fawikibooks,2018-05,2,0.0
2465,fawikibooks,2018-06,7,0.0
2466,fawikibooks,2018-07,4,0.0
2467,fawikibooks,2018-08,8,0.0
2468,fawikibooks,2018-09,1,0.0
2469,fawikibooks,2018-10,4,0.0
2470,fawikibooks,2018-11,5,0.0
2471,fawikibooks,2018-12,6,0.0
2472,fawikibooks,2019-01,5,0.0
2473,fawikibooks,2019-02,5,0.0
2474,fawikibooks,2019-03,7,0.0
2475,fawikibooks,2019-04,3,0.0
2476,fawikibooks,2019-05,3,0.0
2477,fawikibooks,2019-06,4,0.0
2478,fawikibooks,2019-08,2,0.0
2479,fawikibooks,2019-09,2,0.0
2480,fawikibooks,2019-10,3,0.0
2481,fawikibooks,2019-11,3,0.0
2482,fawikibooks,2019-12,3,0.0
2483,fawikibooks,2020-01,1,0.0
2484,fawikinews,2018-06,1,0.0
2485,fawikinews,2018-10,1,0.0
2486,fawikinews,2018-12,1,0.0
2487,fawikinews,2019-03,1,0.0
2488,fawikinews,2019-05,1,0.0
2489,fawikinews,2019-06,1,0.0
2490,fawikinews,2019-09,1,0.0
2491,fawikinews,2019-10,1,0.0
2492,fawikinews,2019-11,1,0.0
2493,fawikiquote,2018-01,6,0.0
2494,fawikiquote,2018-02,6,0.0
2495,fawikiquote,2018-03,3,0.0
2496,fawikiquote,2018-04,5,0.0
2497,fawikiquote,2018-05,6,0.16666666666666666
2498,fawikiquote,2018-06,3,0.0
2499,fawikiquote,2018-07,6,0.0
2500,fawikiquote,2018-08,6,0.3333333333333333
2501,fawikiquote,2018-09,5,0.2
2502,fawikiquote,2018-10,6,0.0
2503,fawikiquote,2018-11,5,0.0
2504,fawikiquote,2018-12,4,0.25
2505,fawikiquote,2019-01,6,0.0
2506,fawikiquote,2019-02,2,0.0
2507,fawikiquote,2019-03,4,0.0
2508,fawikiquote,2019-04,3,0.3333333333333333
2509,fawikiquote,2019-05,4,0.0
2510,fawikiquote,2019-06,3,0.0
2511,fawikiquote,2019-08,2,0.0
2512,fawikiquote,2019-09,2,0.0
2513,fawikiquote,2019-10,1,0.0
2514,fawikiquote,2019-11,6,0.0
2515,fawikiquote,2019-12,8,0.0
2516,fawikiquote,2020-01,5,0.0
2517,fawikisource,2018-01,6,0.16666666666666666
2518,fawikisource,2018-03,1,0.0
2519,fawikisource,2018-05,2,0.0
2520,fawikisource,2018-06,1,0.0
2521,fawikisource,2018-08,1,0.0
2522,fawikisource,2018-09,2,0.0
2523,fawikisource,2018-10,3,0.0
2524,fawikisource,2018-11,4,0.0
2525,fawikisource,2018-12,3,0.0
2526,fawikisource,2019-01,2,0.0
2527,fawikisource,2019-02,3,0.0
2528,fawikisource,2019-03,2,0.0
2529,fawikisource,2019-04,4,0.0
2530,fawikisource,2019-05,6,0.16666666666666666
2531,fawikisource,2019-06,3,0.0
2532,fawikisource,2019-07,1,0.0
2533,fawikisource,2019-08,1,0.0
2534,fawikisource,2019-09,1,0.0
2535,fawikisource,2019-12,2,0.0
2536,fawikisource,2020-01,3,0.0
2537,fawikivoyage,2018-01,4,0.0
2538,fawikivoyage,2018-02,6,0.0
2539,fawikivoyage,2018-03,6,0.0
2540,fawikivoyage,2018-04,2,0.0
2541,fawikivoyage,2018-05,5,0.0
2542,fawikivoyage,2018-06,2,0.0
2543,fawikivoyage,2018-07,6,0.16666666666666666
2544,fawikivoyage,2018-08,3,0.0
2545,fawikivoyage,2018-09,5,0.0
2546,fawikivoyage,2018-10,2,0.0
2547,fawikivoyage,2018-11,8,0.0
2548,fawikivoyage,2018-12,8,0.0
2549,fawikivoyage,2019-01,2,0.0
2550,fawikivoyage,2019-02,6,0.16666666666666666
2551,fawikivoyage,2019-03,6,0.0
2552,fawikivoyage,2019-04,8,0.0
2553,fawikivoyage,2019-05,4,0.0
2554,fawikivoyage,2019-06,7,0.0
2555,fawikivoyage,2019-07,5,0.0
2556,fawikivoyage,2019-08,7,0.0
2557,fawikivoyage,2019-09,7,0.0
2558,fawikivoyage,2019-10,8,0.0
2559,fawikivoyage,2019-11,4,0.0
2560,fawikivoyage,2019-12,8,0.0
2561,fawikivoyage,2020-01,4,0.0
2562,fawiktionary,2018-01,8,0.0
2563,fawiktionary,2018-02,6,0.0
2564,fawiktionary,2018-03,8,0.0
2565,fawiktionary,2018-04,8,0.125
2566,fawiktionary,2018-05,7,0.0
2567,fawiktionary,2018-06,8,0.0
2568,fawiktionary,2018-07,10,0.0
2569,fawiktionary,2018-08,16,0.0
2570,fawiktionary,2018-09,10,0.0
2571,fawiktionary,2018-10,5,0.0
2572,fawiktionary,2018-11,10,0.0
2573,fawiktionary,2018-12,16,0.0
2574,fawiktionary,2019-01,18,0.0
2575,fawiktionary,2019-02,14,0.07142857142857142
2576,fawiktionary,2019-03,14,0.0
2577,fawiktionary,2019-04,9,0.0
2578,fawiktionary,2019-05,14,0.0
2579,fawiktionary,2019-06,8,0.0
2580,fawiktionary,2019-07,8,0.0
2581,fawiktionary,2019-08,16,0.0
2582,fawiktionary,2019-09,11,0.0
2583,fawiktionary,2019-10,18,0.05555555555555555
2584,fawiktionary,2019-11,9,0.0
2585,fawiktionary,2019-12,12,0.08333333333333333
2586,fawiktionary,2020-01,6,0.0
2587,ffwiki,2018-04,1,0.0
2588,ffwiki,2018-08,1,0.0
2589,ffwiki,2019-03,1,0.0
2590,ffwiki,2019-05,1,0.0
2591,ffwiki,2019-06,1,0.0
2592,ffwiki,2020-01,1,0.0
2593,fiu_vrowiki,2018-05,1,0.0
2594,fiu_vrowiki,2018-10,3,0.0
2595,fiu_vrowiki,2018-11,1,0.0
2596,fiu_vrowiki,2019-04,1,0.0
2597,fiu_vrowiki,2019-05,3,0.0
2598,fiu_vrowiki,2019-11,1,1.0
2599,fiwiki,2018-01,511,0.035225048923679066
2600,fiwiki,2018-02,482,0.04979253112033195
2601,fiwiki,2018-03,552,0.03985507246376811
2602,fiwiki,2018-04,546,0.04395604395604396
2603,fiwiki,2018-05,503,0.039761431411530816
2604,fiwiki,2018-06,372,0.053763440860215055
2605,fiwiki,2018-07,354,0.059322033898305086
2606,fiwiki,2018-08,391,0.05882352941176471
2607,fiwiki,2018-09,471,0.053078556263269634
2608,fiwiki,2018-10,515,0.05436893203883495
2609,fiwiki,2018-11,556,0.04316546762589928
2610,fiwiki,2018-12,466,0.04935622317596566
2611,fiwiki,2019-01,525,0.057142857142857134
2612,fiwiki,2019-02,542,0.05719557195571956
2613,fiwiki,2019-03,636,0.04716981132075472
2614,fiwiki,2019-04,603,0.05306799336650083
2615,fiwiki,2019-05,559,0.04293381037567084
2616,fiwiki,2019-06,494,0.05263157894736842
2617,fiwiki,2019-07,392,0.05612244897959184
2618,fiwiki,2019-08,386,0.038860103626943004
2619,fiwiki,2019-09,453,0.05518763796909492
2620,fiwiki,2019-10,510,0.056862745098039215
2621,fiwiki,2019-11,508,0.05511811023622047
2622,fiwiki,2019-12,431,0.08816705336426914
2623,fiwiki,2020-01,520,0.04807692307692308
2624,fiwikibooks,2018-01,2,0.5
2625,fiwikibooks,2018-03,1,0.0
2626,fiwikibooks,2018-04,1,0.0
2627,fiwikibooks,2018-08,1,0.0
2628,fiwikibooks,2018-09,2,0.0
2629,fiwikibooks,2018-10,14,0.0
2630,fiwikibooks,2018-11,1,0.0
2631,fiwikibooks,2018-12,2,0.0
2632,fiwikibooks,2019-01,1,0.0
2633,fiwikibooks,2019-02,1,0.0
2634,fiwikibooks,2019-03,1,0.0
2635,fiwikibooks,2019-05,3,0.0
2636,fiwikibooks,2019-06,1,0.0
2637,fiwikibooks,2019-07,2,0.0
2638,fiwikibooks,2019-08,1,0.0
2639,fiwikibooks,2019-09,2,0.0
2640,fiwikibooks,2019-10,2,0.0
2641,fiwikibooks,2019-11,1,0.0
2642,fiwikimedia,2018-09,1,0.0
2643,fiwikinews,2018-03,1,0.0
2644,fiwikinews,2018-11,1,1.0
2645,fiwikiquote,2018-02,1,0.0
2646,fiwikiquote,2018-04,1,0.0
2647,fiwikiquote,2018-06,2,0.0
2648,fiwikiquote,2018-07,1,0.0
2649,fiwikiquote,2018-08,1,1.0
2650,fiwikiquote,2018-09,1,0.0
2651,fiwikiquote,2018-10,1,0.0
2652,fiwikiquote,2018-11,3,0.3333333333333333
2653,fiwikiquote,2018-12,3,0.0
2654,fiwikiquote,2019-01,1,1.0
2655,fiwikiquote,2019-02,1,0.0
2656,fiwikiquote,2019-03,1,0.0
2657,fiwikiquote,2019-04,2,0.0
2658,fiwikiquote,2019-05,2,0.0
2659,fiwikiquote,2019-06,1,0.0
2660,fiwikiquote,2019-07,2,0.0
2661,fiwikiquote,2019-08,1,0.0
2662,fiwikiquote,2019-09,3,0.3333333333333333
2663,fiwikiquote,2019-10,1,0.0
2664,fiwikiquote,2019-11,2,0.0
2665,fiwikisource,2018-03,1,0.0
2666,fiwikisource,2018-08,1,0.0
2667,fiwikisource,2018-11,3,0.0
2668,fiwikisource,2018-12,1,0.0
2669,fiwikisource,2019-05,1,0.0
2670,fiwikisource,2019-06,2,0.0
2671,fiwikisource,2019-08,1,0.0
2672,fiwikisource,2019-09,1,0.0
2673,fiwikisource,2019-11,1,0.0
2674,fiwikisource,2019-12,2,0.0
2675,fiwikiversity,2018-01,4,0.0
2676,fiwikiversity,2018-02,21,0.5714285714285714
2677,fiwikiversity,2018-03,20,0.0
2678,fiwikiversity,2018-04,3,0.0
2679,fiwikiversity,2018-05,1,0.0
2680,fiwikiversity,2018-06,2,0.0
2681,fiwikiversity,2018-07,3,0.0
2682,fiwikiversity,2018-08,1,0.0
2683,fiwikiversity,2018-09,4,0.25
2684,fiwikiversity,2018-10,21,0.42857142857142855
2685,fiwikiversity,2018-11,137,0.0364963503649635
2686,fiwikiversity,2018-12,6,0.0
2687,fiwikiversity,2019-01,2,0.0
2688,fiwikiversity,2019-03,42,0.0
2689,fiwikiversity,2019-04,3,0.3333333333333333
2690,fiwikiversity,2019-06,1,0.0
2691,fiwikiversity,2019-07,1,0.0
2692,fiwikivoyage,2019-04,2,0.0
2693,fiwikivoyage,2019-07,1,0.0
2694,fiwikivoyage,2019-08,2,0.0
2695,fiwikivoyage,2019-10,1,0.0
2696,fiwikivoyage,2019-11,1,0.0
2697,fiwiktionary,2018-01,2,0.0
2698,fiwiktionary,2018-02,1,0.0
2699,fiwiktionary,2018-03,4,0.0
2700,fiwiktionary,2018-04,2,0.5
2701,fiwiktionary,2018-05,5,0.0
2702,fiwiktionary,2018-06,1,0.0
