,wiki,cohort,new_eds,ret
1493,dawiki,2018-05,258,0.03875968992248062
1494,dawiki,2018-06,210,0.028571428571428567
1495,dawiki,2018-07,180,0.04444444444444445
1496,dawiki,2018-08,234,0.05128205128205128
1497,dawiki,2018-09,263,0.06463878326996197
1498,dawiki,2018-10,288,0.04513888888888889
1499,dawiki,2018-11,293,0.044368600682593864
1500,dawiki,2018-12,208,0.04807692307692308
1501,dawiki,2019-01,253,0.023715415019762844
1502,dawiki,2019-02,269,0.044609665427509285
1503,dawiki,2019-03,419,0.033412887828162284
1504,dawiki,2019-04,252,0.03571428571428571
1505,dawiki,2019-05,240,0.0375
1506,dawiki,2019-06,212,0.0330188679245283
1507,dawiki,2019-07,176,0.03409090909090909
1508,dawiki,2019-08,245,0.053061224489795916
1509,dawiki,2019-09,225,0.04
1510,dawiki,2019-10,225,0.02666666666666667
1511,dawiki,2019-11,241,0.020746887966804982
1512,dawiki,2019-12,245,0.057142857142857134
1513,dawiki,2020-01,264,0.01893939393939394
1514,dawikibooks,2018-02,1,0.0
1515,dawikibooks,2018-03,4,0.0
1516,dawikibooks,2018-04,4,0.0
1517,dawikibooks,2018-05,3,0.0
1518,dawikibooks,2018-06,1,0.0
1519,dawikibooks,2018-08,2,0.5
1520,dawikibooks,2018-09,2,0.0
1521,dawikibooks,2018-10,1,0.0
1522,dawikibooks,2018-11,2,0.0
1523,dawikibooks,2018-12,1,0.0
1524,dawikibooks,2019-01,1,0.0
1525,dawikibooks,2019-07,1,1.0
1526,dawikibooks,2019-10,1,0.0
1527,dawikiquote,2018-01,1,0.0
1528,dawikiquote,2018-03,1,0.0
1529,dawikiquote,2018-05,2,0.0
1530,dawikiquote,2018-06,1,0.0
1531,dawikiquote,2018-07,2,0.0
1532,dawikiquote,2018-08,3,0.0
1533,dawikiquote,2018-10,1,0.0
1534,dawikiquote,2018-11,1,0.0
1535,dawikiquote,2019-01,1,0.0
1536,dawikiquote,2019-02,1,0.0
1537,dawikiquote,2019-03,1,0.0
1538,dawikiquote,2019-04,1,0.0
1539,dawikiquote,2019-05,1,0.0
1540,dawikiquote,2019-07,1,0.0
1541,dawikiquote,2019-08,3,0.0
1542,dawikiquote,2019-09,3,0.0
1543,dawikiquote,2019-10,1,0.0
1544,dawikiquote,2019-11,1,0.0
1545,dawikiquote,2019-12,1,0.0
1546,dawikiquote,2020-01,1,0.0
1547,dawikisource,2018-01,1,0.0
1548,dawikisource,2018-03,1,0.0
1549,dawikisource,2018-05,1,0.0
1550,dawikisource,2018-06,1,0.0
1551,dawikisource,2018-07,3,0.0
1552,dawikisource,2018-09,1,0.0
1553,dawikisource,2018-10,1,0.0
1554,dawikisource,2018-12,1,0.0
1555,dawikisource,2019-02,1,0.0
1556,dawikisource,2019-03,2,0.0
1557,dawikisource,2019-04,5,0.0
1558,dawikisource,2019-05,1,0.0
1559,dawikisource,2019-07,1,0.0
1560,dawikisource,2019-08,1,0.0
1561,dawikisource,2019-10,2,0.0
1562,dawikisource,2019-12,2,0.0
1563,dawiktionary,2018-01,2,0.0
1564,dawiktionary,2018-09,3,0.0
1565,dawiktionary,2018-10,1,0.0
1566,dawiktionary,2019-01,2,0.0
1567,dawiktionary,2019-02,1,0.0
1568,dawiktionary,2019-03,2,0.0
1569,dawiktionary,2019-06,1,0.0
1570,dawiktionary,2019-08,1,0.0
1571,dawiktionary,2019-09,2,0.0
1572,dewiki,2018-01,4761,0.06196177273682
1573,dewiki,2018-02,3839,0.06277676478249544
1574,dewiki,2018-03,4206,0.06633380884450785
1575,dewiki,2018-04,3440,0.061046511627906974
1576,dewiki,2018-05,3936,0.05665650406504065
1577,dewiki,2018-06,3475,0.059568345323741015
1578,dewiki,2018-07,3350,0.07104477611940299
1579,dewiki,2018-08,3597,0.05949402279677509
1580,dewiki,2018-09,3647,0.06443652316972855
1581,dewiki,2018-10,4166,0.07033125300048007
1582,dewiki,2018-11,4388,0.0633546034639927
1583,dewiki,2018-12,3613,0.07749792416274565
1584,dewiki,2019-01,5037,0.06908874329958309
1585,dewiki,2019-02,4064,0.06373031496062992
1586,dewiki,2019-03,4326,0.06287563569116968
1587,dewiki,2019-04,3767,0.07008229360233607
1588,dewiki,2019-05,3864,0.06314699792960662
1589,dewiki,2019-06,3617,0.06884158142106718
1590,dewiki,2019-07,3765,0.07330677290836653
1591,dewiki,2019-08,3652,0.06297918948521357
1592,dewiki,2019-09,3482,0.05772544514646755
1593,dewiki,2019-10,3926,0.06698930208863982
1594,dewiki,2019-11,4104,0.05847953216374269
1595,dewiki,2019-12,3674,0.06477953184540011
1596,dewiki,2020-01,4487,0.06641408513483396
1597,dewikibooks,2018-01,27,0.0
1598,dewikibooks,2018-02,18,0.05555555555555555
1599,dewikibooks,2018-03,12,0.0
1600,dewikibooks,2018-04,8,0.0
1601,dewikibooks,2018-05,15,0.0
1602,dewikibooks,2018-06,11,0.0
1603,dewikibooks,2018-07,9,0.1111111111111111
1604,dewikibooks,2018-08,14,0.0
1605,dewikibooks,2018-09,24,0.16666666666666666
1606,dewikibooks,2018-10,18,0.05555555555555555
1607,dewikibooks,2018-11,56,0.017857142857142856
1608,dewikibooks,2018-12,34,0.029411764705882356
1609,dewikibooks,2019-01,40,0.0
1610,dewikibooks,2019-02,19,0.05263157894736842
1611,dewikibooks,2019-03,20,0.05
1612,dewikibooks,2019-04,10,0.0
1613,dewikibooks,2019-05,17,0.17647058823529413
1614,dewikibooks,2019-06,30,0.03333333333333333
1615,dewikibooks,2019-07,10,0.1
1616,dewikibooks,2019-08,21,0.0
1617,dewikibooks,2019-09,9,0.1111111111111111
1618,dewikibooks,2019-10,11,0.09090909090909093
1619,dewikibooks,2019-11,15,0.0
1620,dewikibooks,2019-12,18,0.05555555555555555
1621,dewikibooks,2020-01,17,0.0
1622,dewikinews,2018-01,8,0.0
1623,dewikinews,2018-02,7,0.0
1624,dewikinews,2018-03,9,0.0
1625,dewikinews,2018-04,2,0.0
1626,dewikinews,2018-05,1,0.0
1627,dewikinews,2018-07,5,0.0
1628,dewikinews,2018-08,6,0.0
1629,dewikinews,2018-09,8,0.0
1630,dewikinews,2018-10,7,0.14285714285714285
1631,dewikinews,2018-11,3,0.0
1632,dewikinews,2018-12,5,0.0
1633,dewikinews,2019-01,7,0.0
1634,dewikinews,2019-02,16,0.0
1635,dewikinews,2019-03,23,0.0
1636,dewikinews,2019-04,29,0.0
1637,dewikinews,2019-05,5,0.0
1638,dewikinews,2019-06,11,0.0
1639,dewikinews,2019-07,17,0.0
1640,dewikinews,2019-08,23,0.0
1641,dewikinews,2019-09,2,0.0
1642,dewikinews,2019-10,18,0.0
1643,dewikinews,2019-11,7,0.0
1644,dewikinews,2019-12,11,0.0
1645,dewikinews,2020-01,49,0.0
1646,dewikiquote,2018-01,4,0.0
1647,dewikiquote,2018-02,7,0.0
1648,dewikiquote,2018-03,8,0.0
1649,dewikiquote,2018-04,8,0.0
1650,dewikiquote,2018-05,3,0.0
1651,dewikiquote,2018-06,6,0.0
1652,dewikiquote,2018-07,8,0.0
1653,dewikiquote,2018-08,8,0.0
1654,dewikiquote,2018-09,17,0.1176470588235294
1655,dewikiquote,2018-10,14,0.0
1656,dewikiquote,2018-11,8,0.0
1657,dewikiquote,2018-12,3,0.0
1658,dewikiquote,2019-01,7,0.0
1659,dewikiquote,2019-02,9,0.0
1660,dewikiquote,2019-03,14,0.0
1661,dewikiquote,2019-04,3,0.0
1662,dewikiquote,2019-05,3,0.0
1663,dewikiquote,2019-06,11,0.0
1664,dewikiquote,2019-07,41,0.0
1665,dewikiquote,2019-08,75,0.0
1666,dewikiquote,2019-09,38,0.0
1667,dewikiquote,2019-10,19,0.0
1668,dewikiquote,2019-11,4,0.0
1669,dewikiquote,2019-12,4,0.0
1670,dewikiquote,2020-01,6,0.0
1671,dewikisource,2018-01,33,0.0
1672,dewikisource,2018-02,6,0.0
1673,dewikisource,2018-03,12,0.0
1674,dewikisource,2018-04,26,0.3076923076923077
1675,dewikisource,2018-05,19,0.0
1676,dewikisource,2018-06,38,0.02631578947368421
1677,dewikisource,2018-07,11,0.18181818181818185
1678,dewikisource,2018-08,4,0.0
1679,dewikisource,2018-09,15,0.0
1680,dewikisource,2018-10,11,0.18181818181818185
1681,dewikisource,2018-11,6,0.0
1682,dewikisource,2018-12,8,0.0
1683,dewikisource,2019-01,5,0.4
1684,dewikisource,2019-02,5,0.0
1685,dewikisource,2019-03,11,0.09090909090909093
1686,dewikisource,2019-04,4,0.25
1687,dewikisource,2019-05,5,0.0
1688,dewikisource,2019-06,9,0.0
1689,dewikisource,2019-07,31,0.0
1690,dewikisource,2019-08,19,0.0
1691,dewikisource,2019-09,26,0.0
1692,dewikisource,2019-10,71,0.028169014084507043
1693,dewikisource,2019-11,13,0.07692307692307693
1694,dewikisource,2019-12,13,0.0
1695,dewikisource,2020-01,22,0.0
1696,dewikiversity,2018-01,30,0.03333333333333333
1697,dewikiversity,2018-02,28,0.3928571428571429
1698,dewikiversity,2018-03,63,0.3015873015873016
1699,dewikiversity,2018-04,63,0.031746031746031744
1700,dewikiversity,2018-05,44,0.2272727272727273
1701,dewikiversity,2018-06,14,0.07142857142857142
1702,dewikiversity,2018-07,4,0.0
1703,dewikiversity,2018-08,5,0.2
1704,dewikiversity,2018-09,11,0.2727272727272727
1705,dewikiversity,2018-10,27,0.8148148148148148
1706,dewikiversity,2018-11,37,0.5405405405405406
1707,dewikiversity,2018-12,4,0.5
1708,dewikiversity,2019-01,17,0.35294117647058826
1709,dewikiversity,2019-02,5,0.0
1710,dewikiversity,2019-03,31,0.7419354838709677
1711,dewikiversity,2019-04,17,0.35294117647058826
1712,dewikiversity,2019-05,37,0.35135135135135137
1713,dewikiversity,2019-06,11,0.0
1714,dewikiversity,2019-07,4,0.0
1715,dewikiversity,2019-08,5,0.0
1716,dewikiversity,2019-09,13,0.0
1717,dewikiversity,2019-10,90,0.2
1718,dewikiversity,2019-11,36,0.4444444444444444
1719,dewikiversity,2019-12,28,0.07142857142857142
1720,dewikiversity,2020-01,78,0.14102564102564102
1721,dewikivoyage,2018-01,6,0.0
1722,dewikivoyage,2018-02,33,0.0
1723,dewikivoyage,2018-03,6,0.16666666666666666
1724,dewikivoyage,2018-04,9,0.0
1725,dewikivoyage,2018-05,8,0.125
1726,dewikivoyage,2018-06,10,0.0
1727,dewikivoyage,2018-07,11,0.0
1728,dewikivoyage,2018-08,18,0.05555555555555555
1729,dewikivoyage,2018-09,6,0.0
1730,dewikivoyage,2018-10,14,0.0
1731,dewikivoyage,2018-11,8,0.0
1732,dewikivoyage,2018-12,6,0.0
1733,dewikivoyage,2019-01,13,0.07692307692307693
1734,dewikivoyage,2019-02,7,0.2857142857142857
1735,dewikivoyage,2019-03,6,0.16666666666666666
1736,dewikivoyage,2019-04,5,0.2
1737,dewikivoyage,2019-05,10,0.0
1738,dewikivoyage,2019-06,7,0.14285714285714285
1739,dewikivoyage,2019-07,14,0.0
1740,dewikivoyage,2019-08,7,0.0
1741,dewikivoyage,2019-09,10,0.1
1742,dewikivoyage,2019-10,4,0.0
1743,dewikivoyage,2019-11,17,0.05882352941176471
1744,dewikivoyage,2019-12,8,0.0
1745,dewikivoyage,2020-01,14,0.0
1746,dewiktionary,2018-01,7,0.0
1747,dewiktionary,2018-02,11,0.09090909090909093
1748,dewiktionary,2018-03,8,0.0
1749,dewiktionary,2018-04,5,0.2
1750,dewiktionary,2018-05,9,0.2222222222222222
1751,dewiktionary,2018-06,11,0.09090909090909093
1752,dewiktionary,2018-07,14,0.14285714285714285
1753,dewiktionary,2018-08,6,0.16666666666666666
1754,dewiktionary,2018-09,15,0.13333333333333333
1755,dewiktionary,2018-10,10,0.0
1756,dewiktionary,2018-11,13,0.0
1757,dewiktionary,2018-12,17,0.1176470588235294
1758,dewiktionary,2019-01,15,0.06666666666666668
1759,dewiktionary,2019-02,11,0.09090909090909093
1760,dewiktionary,2019-03,14,0.07142857142857142
1761,dewiktionary,2019-04,15,0.2
1762,dewiktionary,2019-05,11,0.09090909090909093
1763,dewiktionary,2019-06,10,0.1
1764,dewiktionary,2019-07,6,0.0
1765,dewiktionary,2019-08,11,0.09090909090909093
1766,dewiktionary,2019-09,16,0.0
1767,dewiktionary,2019-10,16,0.0625
1768,dewiktionary,2019-11,15,0.13333333333333333
1769,dewiktionary,2019-12,14,0.07142857142857142
1770,dewiktionary,2020-01,16,0.0
1771,dinwiki,2019-04,1,0.0
1772,dinwiki,2019-05,1,0.0
1773,dinwiki,2019-07,1,0.0
1774,dinwiki,2019-08,3,0.0
1775,dinwiki,2020-01,1,0.0
1776,diqwiki,2019-03,1,0.0
1777,diqwiki,2019-07,1,0.0
1778,diqwiki,2019-10,5,0.0
1779,dkwikimedia,2018-01,2,0.0
1780,dkwikimedia,2018-03,2,0.0
1781,dkwikimedia,2018-04,2,0.0
1782,dkwikimedia,2018-05,1,0.0
1783,dkwikimedia,2018-09,2,0.0
1784,dkwikimedia,2018-10,1,0.0
1785,dkwikimedia,2018-11,1,0.0
1786,dkwikimedia,2019-03,1,0.0
1787,dkwikimedia,2019-04,3,0.0
1788,dkwikimedia,2019-06,5,0.0
1789,dkwikimedia,2019-07,3,0.0
1790,dkwikimedia,2019-08,1,0.0
1791,dkwikimedia,2019-09,4,0.0
1792,dkwikimedia,2019-11,1,0.0
1793,donatewiki,2018-07,1,0.0
1794,donatewiki,2018-09,1,1.0
1795,donatewiki,2019-06,1,1.0
1796,donatewiki,2019-08,1,1.0
1797,donatewiki,2019-09,1,0.0
1798,dsbwiki,2019-06,1,0.0
1799,dtywiki,2019-03,2,0.0
1800,dtywiki,2019-12,1,0.0
1801,dvwiki,2018-02,1,0.0
1802,dvwiki,2018-03,1,0.0
1803,dvwiki,2018-04,2,0.0
1804,dvwiki,2018-08,2,0.0
1805,dvwiki,2018-09,1,0.0
1806,dvwiki,2019-01,1,0.0
1807,dvwiki,2019-03,1,0.0
1808,dvwiki,2019-07,3,0.0
1809,dvwiki,2019-08,1,0.0
1810,dvwiki,2019-11,1,0.0
1811,dvwiktionary,2019-04,1,0.0
1812,dzwiki,2018-12,2,0.0
1813,dzwiki,2019-02,1,0.0
1814,dzwiki,2019-07,1,0.0
1815,dzwiki,2020-01,6,0.0
1816,eewiki,2018-06,1,0.0
1817,elwiki,2018-01,366,0.05737704918032788
1818,elwiki,2018-02,274,0.043795620437956206
1819,elwiki,2018-03,294,0.04421768707482993
1820,elwiki,2018-04,215,0.09302325581395347
1821,elwiki,2018-05,356,0.04775280898876405
1822,elwiki,2018-06,261,0.05363984674329502
1823,elwiki,2018-07,221,0.06334841628959276
1824,elwiki,2018-08,240,0.0875
1825,elwiki,2018-09,194,0.061855670103092786
1826,elwiki,2018-10,256,0.078125
1827,elwiki,2018-11,268,0.059701492537313425
1828,elwiki,2018-12,431,0.06032482598607888
1829,elwiki,2019-01,351,0.07977207977207977
1830,elwiki,2019-02,267,0.09737827715355804
1831,elwiki,2019-03,368,0.07880434782608696
1832,elwiki,2019-04,311,0.08681672025723472
1833,elwiki,2019-05,357,0.05322128851540616
1834,elwiki,2019-06,349,0.04011461318051576
1835,elwiki,2019-07,260,0.07307692307692308
1836,elwiki,2019-08,218,0.06422018348623854
1837,elwiki,2019-09,247,0.06882591093117409
1838,elwiki,2019-10,285,0.08421052631578947
1839,elwiki,2019-11,303,0.0858085808580858
1840,elwiki,2019-12,270,0.05555555555555555
1841,elwiki,2020-01,600,0.03166666666666667
1842,elwikibooks,2018-03,1,0.0
1843,elwikibooks,2018-05,1,0.0
1844,elwikibooks,2018-07,1,0.0
1845,elwikibooks,2018-08,1,0.0
1846,elwikibooks,2018-10,53,0.5283018867924528
1847,elwikibooks,2018-11,9,0.1111111111111111
1848,elwikibooks,2018-12,4,0.0
1849,elwikibooks,2019-01,3,0.0
1850,elwikibooks,2019-02,1,0.0
1851,elwikibooks,2019-03,1,0.0
1852,elwikibooks,2019-04,2,0.0
1853,elwikibooks,2019-05,1,0.0
1854,elwikibooks,2019-09,1,0.0
1855,elwikibooks,2019-10,10,0.6
1856,elwikibooks,2019-11,1,0.0
1857,elwikibooks,2019-12,1,0.0
1858,elwikinews,2019-06,1,0.0
1859,elwikiquote,2018-02,1,1.0
1860,elwikiquote,2018-03,1,0.0
1861,elwikiquote,2018-04,1,0.0
1862,elwikiquote,2018-05,1,0.0
1863,elwikiquote,2018-06,1,0.0
1864,elwikiquote,2019-09,2,0.0
1865,elwikiquote,2019-11,1,0.0
1866,elwikisource,2018-01,3,0.0
1867,elwikisource,2018-05,1,0.0
1868,elwikisource,2018-07,2,0.0
1869,elwikisource,2018-10,1,0.0
1870,elwikisource,2018-11,1,0.0
1871,elwikisource,2018-12,1,0.0
1872,elwikisource,2019-02,1,0.0
1873,elwikisource,2019-05,2,0.0
1874,elwikisource,2019-06,1,0.0
1875,elwikisource,2019-07,1,0.0
1876,elwikisource,2019-09,1,0.0
1877,elwikisource,2019-11,1,0.0
1878,elwikisource,2019-12,1,0.0
1879,elwikiversity,2018-01,1,0.0
1880,elwikiversity,2018-04,1,0.0
1881,elwikiversity,2018-07,1,0.0
1882,elwikiversity,2018-09,1,0.0
1883,elwikiversity,2018-10,2,0.0
1884,elwikiversity,2018-12,1,0.0
1885,elwikiversity,2019-01,1,0.0
1886,elwikiversity,2019-10,1,0.0
1887,elwikiversity,2019-11,1,0.0
1888,elwikiversity,2019-12,1,0.0
1889,elwikiversity,2020-01,1,0.0
1890,elwikivoyage,2018-02,1,0.0
1891,elwikivoyage,2018-05,3,0.0
1892,elwikivoyage,2018-06,1,0.0
1893,elwikivoyage,2018-07,1,0.0
1894,elwikivoyage,2018-08,2,0.0
1895,elwikivoyage,2018-09,1,0.0
1896,elwikivoyage,2018-12,3,0.0
1897,elwikivoyage,2019-01,1,1.0
1898,elwikivoyage,2019-02,1,0.0
1899,elwikivoyage,2019-07,1,0.0
1900,elwikivoyage,2019-08,2,0.0
1901,elwikivoyage,2020-01,1,0.0
1902,elwiktionary,2018-01,14,0.0
1903,elwiktionary,2018-02,20,0.05
1904,elwiktionary,2018-03,13,0.0
1905,elwiktionary,2018-04,5,0.0
1906,elwiktionary,2018-05,14,0.07142857142857142
1907,elwiktionary,2018-06,6,0.0
1908,elwiktionary,2018-07,5,0.2
1909,elwiktionary,2018-08,13,0.07692307692307693
1910,elwiktionary,2018-09,16,0.0
1911,elwiktionary,2018-10,18,0.05555555555555555
1912,elwiktionary,2018-11,14,0.0
1913,elwiktionary,2018-12,19,0.0
1914,elwiktionary,2019-01,16,0.0625
1915,elwiktionary,2019-02,22,0.0
1916,elwiktionary,2019-03,8,0.0
1917,elwiktionary,2019-04,9,0.2222222222222222
1918,elwiktionary,2019-05,11,0.0
1919,elwiktionary,2019-06,4,0.25
1920,elwiktionary,2019-07,6,0.0
1921,elwiktionary,2019-08,8,0.0
1922,elwiktionary,2019-09,18,0.1111111111111111
1923,elwiktionary,2019-10,13,0.07692307692307693
1924,elwiktionary,2019-11,16,0.0
1925,elwiktionary,2019-12,13,0.15384615384615385
1926,elwiktionary,2020-01,15,0.0
1927,emlwiki,2018-11,1,0.0
1928,emlwiki,2019-01,2,0.0
1929,emlwiki,2019-03,1,0.0
1930,emlwiki,2019-04,1,0.0
1931,emlwiki,2019-10,1,0.0
1932,emlwiki,2019-12,2,0.0
1933,enwiki,2018-01,52936,0.09983753967054557
1934,enwiki,2018-02,47420,0.07545339519190215
1935,enwiki,2018-03,52271,0.06705438962330929
1936,enwiki,2018-04,48444,0.057509701923870865
1937,enwiki,2018-05,46215,0.04883695769771719
1938,enwiki,2018-06,41197,0.05478554263659975
1939,enwiki,2018-07,41365,0.05386196059470567
1940,enwiki,2018-08,43746,0.07801856169706944
1941,enwiki,2018-09,46496,0.09207243633860976
1942,enwiki,2018-10,50306,0.07903629785711445
1943,enwiki,2018-11,48303,0.052087862037554604
1944,enwiki,2018-12,43358,0.05087873056875317
1945,enwiki,2019-01,51223,0.09076001015168968
1946,enwiki,2019-02,47429,0.07959265428324443
1947,enwiki,2019-03,51041,0.0740972943320076
1948,enwiki,2019-04,45445,0.05972054131367587
1949,enwiki,2019-05,42972,0.05184771479102671
1950,enwiki,2019-06,39349,0.05469008106940456
1951,enwiki,2019-07,39898,0.05777231941450699
1952,enwiki,2019-08,42058,0.07442103761472252
1953,enwiki,2019-09,45850,0.1044929116684842
1954,enwiki,2019-10,48373,0.07309862940069874
1955,enwiki,2019-11,46500,0.0498494623655914
1956,enwiki,2019-12,41415,0.052806954002173126
1957,enwiki,2020-01,48786,0.09307998196203827
1958,enwikibooks,2018-01,129,0.07751937984496124
1959,enwikibooks,2018-02,107,0.10280373831775699
1960,enwikibooks,2018-03,144,0.14583333333333334
1961,enwikibooks,2018-04,125,0.07200000000000001
1962,enwikibooks,2018-05,144,0.0
1963,enwikibooks,2018-06,68,0.014705882352941175
1964,enwikibooks,2018-07,73,0.0136986301369863
1965,enwikibooks,2018-08,165,0.01818181818181818
1966,enwikibooks,2018-09,162,0.05555555555555555
1967,enwikibooks,2018-10,173,0.4913294797687861
1968,enwikibooks,2018-11,129,0.031007751937984492
1969,enwikibooks,2018-12,130,0.02307692307692308
1970,enwikibooks,2019-01,105,0.028571428571428567
1971,enwikibooks,2019-02,116,0.05172413793103448
1972,enwikibooks,2019-03,112,0.0625
1973,enwikibooks,2019-04,122,0.05737704918032788
1974,enwikibooks,2019-05,111,0.018018018018018014
1975,enwikibooks,2019-06,97,0.010309278350515464
1976,enwikibooks,2019-07,82,0.012195121951219513
1977,enwikibooks,2019-08,118,0.07627118644067797
1978,enwikibooks,2019-09,122,0.05737704918032788
1979,enwikibooks,2019-10,187,0.427807486631016
1980,enwikibooks,2019-11,193,0.09844559585492227
1981,enwikibooks,2019-12,117,0.02564102564102564
1982,enwikibooks,2020-01,85,0.011764705882352941
1983,enwikinews,2018-01,114,0.008771929824561403
1984,enwikinews,2018-02,289,0.0034602076124567475
1985,enwikinews,2018-03,95,0.0
1986,enwikinews,2018-04,149,0.006711409395973154
1987,enwikinews,2018-05,126,0.0
1988,enwikinews,2018-06,188,0.0
1989,enwikinews,2018-07,72,0.0
1990,enwikinews,2018-08,80,0.0
1991,enwikinews,2018-09,122,0.0
1992,enwikinews,2018-10,104,0.0
1993,enwikinews,2018-11,92,0.0
1994,enwikinews,2018-12,86,0.011627906976744186
1995,enwikinews,2019-01,68,0.0
1996,enwikinews,2019-02,63,0.015873015873015872
1997,enwikinews,2019-03,115,0.0
1998,enwikinews,2019-04,46,0.021739130434782608
1999,enwikinews,2019-05,66,0.0
2000,enwikinews,2019-06,124,0.0
2001,enwikinews,2019-07,188,0.0053191489361702135
2002,enwikinews,2019-08,221,0.004524886877828055
2003,enwikinews,2019-09,98,0.0
2004,enwikinews,2019-10,129,0.007751937984496123
2005,enwikinews,2019-11,52,0.0
2006,enwikinews,2019-12,98,0.0
2007,enwikinews,2020-01,130,0.0
2008,enwikiquote,2018-01,104,0.0
2009,enwikiquote,2018-02,76,0.02631578947368421
2010,enwikiquote,2018-03,121,0.04132231404958678
2011,enwikiquote,2018-04,94,0.02127659574468085
2012,enwikiquote,2018-05,80,0.0125
2013,enwikiquote,2018-06,92,0.0
2014,enwikiquote,2018-07,87,0.02298850574712644
2015,enwikiquote,2018-08,151,0.026490066225165563
2016,enwikiquote,2018-09,131,0.015267175572519085
2017,enwikiquote,2018-10,81,0.02469135802469136
2018,enwikiquote,2018-11,85,0.047058823529411764
2019,enwikiquote,2018-12,89,0.011235955056179777
2020,enwikiquote,2019-01,95,0.021052631578947368
2021,enwikiquote,2019-02,78,0.01282051282051282
2022,enwikiquote,2019-03,87,0.0
2023,enwikiquote,2019-04,82,0.012195121951219513
2024,enwikiquote,2019-05,134,0.022388059701492536
2025,enwikiquote,2019-06,90,0.022222222222222227
2026,enwikiquote,2019-07,101,0.0099009900990099
2027,enwikiquote,2019-08,130,0.030769230769230767
2028,enwikiquote,2019-09,80,0.0125
2029,enwikiquote,2019-10,151,0.006622516556291391
2030,enwikiquote,2019-11,95,0.03157894736842105
2031,enwikiquote,2019-12,97,0.020618556701030927
2032,enwikiquote,2020-01,124,0.008064516129032258
2033,enwikisource,2018-01,36,0.0
2034,enwikisource,2018-02,47,0.0425531914893617
2035,enwikisource,2018-03,42,0.0
2036,enwikisource,2018-04,27,0.037037037037037035
2037,enwikisource,2018-05,52,0.0
2038,enwikisource,2018-06,31,0.03225806451612903
2039,enwikisource,2018-07,45,0.022222222222222227
2040,enwikisource,2018-08,65,0.030769230769230767
2041,enwikisource,2018-09,38,0.0
2042,enwikisource,2018-10,30,0.03333333333333333
2043,enwikisource,2018-11,35,0.0
2044,enwikisource,2018-12,73,0.0273972602739726
2045,enwikisource,2019-01,59,0.01694915254237288
2046,enwikisource,2019-02,45,0.0
2047,enwikisource,2019-03,63,0.015873015873015872
2048,enwikisource,2019-04,35,0.028571428571428567
2049,enwikisource,2019-05,53,0.03773584905660377
2050,enwikisource,2019-06,57,0.017543859649122806
2051,enwikisource,2019-07,74,0.0
2052,enwikisource,2019-08,95,0.021052631578947368
2053,enwikisource,2019-09,74,0.06756756756756757
2054,enwikisource,2019-10,98,0.020408163265306117
2055,enwikisource,2019-11,40,0.05
2056,enwikisource,2019-12,62,0.016129032258064516
2057,enwikisource,2020-01,77,0.0
2058,enwikiversity,2018-01,60,0.08333333333333333
2059,enwikiversity,2018-02,63,0.0
2060,enwikiversity,2018-03,41,0.0975609756097561
2061,enwikiversity,2018-04,32,0.09375
2062,enwikiversity,2018-05,51,0.27450980392156865
2063,enwikiversity,2018-06,33,0.030303030303030307
2064,enwikiversity,2018-07,40,0.15
2065,enwikiversity,2018-08,142,0.3028169014084507
2066,enwikiversity,2018-09,105,0.028571428571428567
2067,enwikiversity,2018-10,44,0.022727272727272728
2068,enwikiversity,2018-11,43,0.02325581395348837
2069,enwikiversity,2018-12,46,0.021739130434782608
2070,enwikiversity,2019-01,75,0.28
2071,enwikiversity,2019-02,78,0.0641025641025641
2072,enwikiversity,2019-03,55,0.07272727272727272
2073,enwikiversity,2019-04,46,0.0
2074,enwikiversity,2019-05,60,0.18333333333333326
2075,enwikiversity,2019-06,59,0.0847457627118644
2076,enwikiversity,2019-07,63,0.3492063492063492
2077,enwikiversity,2019-08,213,0.3896713615023473
2078,enwikiversity,2019-09,81,0.2222222222222222
2079,enwikiversity,2019-10,91,0.06593406593406594
2080,enwikiversity,2019-11,58,0.03448275862068965
2081,enwikiversity,2019-12,28,0.03571428571428571
2082,enwikiversity,2020-01,64,0.21875
2083,enwikivoyage,2018-01,117,0.017094017094017096
2084,enwikivoyage,2018-02,266,0.030075187969924814
2085,enwikivoyage,2018-03,90,0.022222222222222227
2086,enwikivoyage,2018-04,113,0.02654867256637168
2087,enwikivoyage,2018-05,160,0.025
2088,enwikivoyage,2018-06,213,0.014084507042253518
2089,enwikivoyage,2018-07,180,0.05
2090,enwikivoyage,2018-08,118,0.025423728813559324
2091,enwikivoyage,2018-09,179,0.0223463687150838
2092,enwikivoyage,2018-10,112,0.008928571428571428
2093,enwikivoyage,2018-11,106,0.02830188679245283
2094,enwikivoyage,2018-12,115,0.008695652173913044
2095,enwikivoyage,2019-01,126,0.023809523809523808
2096,enwikivoyage,2019-02,120,0.016666666666666666
2097,enwikivoyage,2019-03,114,0.03508771929824561
2098,enwikivoyage,2019-04,107,0.02803738317757009
2099,enwikivoyage,2019-05,123,0.032520325203252036
2100,enwikivoyage,2019-06,162,0.012345679012345678
2101,enwikivoyage,2019-07,144,0.006944444444444444
2102,enwikivoyage,2019-08,156,0.01282051282051282
2103,enwikivoyage,2019-09,140,0.042857142857142864
2104,enwikivoyage,2019-10,142,0.02112676056338028
