month	total_quality_articles_about_females	total_quality_articles_about_males	total_quality_articles_about_gender_diverse	MoM_net_new_quality_articles_about_females	MoM_net_new_quality_articles_about_gender_diverse	MoM_net_new_quality_articles_about_males	gender_minorities_net_new_articles_sum	all_genders_net_new_articles_sum	%_of_new_articles_about_gender_minorities	total_quality_articles_about_Latin America & Caribbean	total_quality_articles_about_Central & Eastern Europe & Central Asia	total_quality_articles_about_East, Southeast Asia, & Pacific	total_quality_articles_about_North America	total_quality_articles_about_Northern & Western Europe	total_quality_articles_about_Middle East & North Africa	total_quality_articles_about_Sub-Saharan Africa	total_quality_articles_about_South Asia	total_quality_articles_about_UNCLASSED	MoM_net_new_quality_articles_about_Latin America & Caribbean	MoM_net_new_quality_articles_about_Central & Eastern Europe & Central Asia	MoM_net_new_quality_articles_about_East, Southeast Asia, & Pacific	MoM_net_new_quality_articles_about_North America	MoM_net_new_quality_articles_about_Northern & Western Europe	MoM_net_new_quality_articles_about_Middle East & North Africa	MoM_net_new_quality_articles_about_Sub-Saharan Africa	MoM_net_new_quality_articles_about_South Asia	MoM_net_new_quality_articles_about_UNCLASSED	underrepresented_regions_net_new_articles_sum	all_regions_net_new_articles_sum	%_of_new_articles_about_underrepresented_regions
2011-07-01	42557	224387	412	867.0	5.0	4457.0	872.0	5329.0	0.163632952	17233	43967	29016	48545	173583	7812	6358	6978		272.0	928.0	583.0	904.0	2520.0	143.0	188.0	117.0		1303.0	5655.0	0.230415561
2011-08-01	43660	229598	417	1103.0	5.0	5211.0	1108.0	6319.0	0.1753442	17553	44949	29589	49255	176014	7979	6478	7124		320.0	982.0	573.0	710.0	2431.0	167.0	120.0	146.0		1326.0	5449.0	0.243347403
2011-09-01	44531	234378	426	871.0	9.0	4780.0	880.0	5660.0	0.155477032	17781	45865	30141	49975	178572	8127	6592	7398		228.0	916.0	552.0	720.0	2558.0	148.0	114.0	274.0		1316.0	5510.0	0.238838475
2011-10-01	45544	239129	433	1013.0	7.0	4751.0	1020.0	5771.0	0.176745798	18073	46801	30644	50528	180784	8272	6669	7697		292.0	936.0	503.0	553.0	2212.0	145.0	77.0	299.0		1316.0	5017.0	0.262308152
2011-11-01	46604	244225	441	1060.0	8.0	5096.0	1068.0	6164.0	0.173264114	18353	47748	31241	51221	183312	8395	6772	7850		280.0	947.0	597.0	693.0	2528.0	123.0	103.0	153.0		1256.0	5424.0	0.231563422
2011-12-01	47662	249518	446	1058.0	5.0	5293.0	1063.0	6356.0	0.167243549	18750	49336	31818	51943	185829	8564	6948	7984		397.0	1588.0	577.0	722.0	2517.0	169.0	176.0	134.0		1453.0	6280.0	0.231369427
2012-01-01	48600	255222	457	938.0	11.0	5704.0	949.0	6653.0	0.142642417	19079	50594	32436	52676	189450	8750	7077	8115		329.0	1258.0	618.0	733.0	3621.0	186.0	129.0	131.0		1393.0	7005.0	0.198857959
2012-02-01	49728	260581	470	1128.0	13.0	5359.0	1141.0	6500.0	0.175538462	19380	51689	32996	53479	192359	8901	7234	8240		301.0	1095.0	560.0	803.0	2909.0	151.0	157.0	125.0		1294.0	6101.0	0.212096378
2012-03-01	50814	265946	474	1086.0	4.0	5365.0	1090.0	6455.0	0.168861348	19695	52815	33679	54304	194957	9048	7418	8401		315.0	1126.0	683.0	825.0	2598.0	147.0	184.0	161.0		1490.0	6039.0	0.246729591
2012-04-01	51792	271051	477	978.0	3.0	5105.0	981.0	6086.0	0.161189616	19970	53763	34409	54993	197762	9205	7579	8591		275.0	948.0	730.0	689.0	2805.0	157.0	161.0	190.0		1513.0	5955.0	0.254072208
2012-05-01	52993	275946	489	1201.0	12.0	4895.0	1213.0	6108.0	0.19859201	20320	54635	35075	55752	199976	9429	7675	8697		350.0	872.0	666.0	759.0	2214.0	224.0	96.0	106.0		1442.0	5287.0	0.272744468
2012-06-01	54119	281184	499	1126.0	10.0	5238.0	1136.0	6374.0	0.178224035	20147	55654	35678	56692	202183	9615	7780	8915		-173.0	1019.0	603.0	940.0	2207.0	186.0	105.0	218.0		939.0	5105.0	0.183937316
2012-07-01	55343	286616	498	1224.0	-1.0	5432.0	1223.0	6655.0	0.1837716	20390	56692	36380	57409	204837	9780	7890	9069		243.0	1038.0	702.0	717.0	2654.0	165.0	110.0	154.0		1374.0	5783.0	0.237592945
2012-08-01	56607	292155	511	1264.0	13.0	5539.0	1277.0	6816.0	0.187353286	20649	57612	36971	58549	208039	9957	7988	9179		259.0	920.0	591.0	1140.0	3202.0	177.0	98.0	110.0		1235.0	6497.0	0.190087733
2012-09-01	57727	297362	518	1120.0	7.0	5207.0	1127.0	6334.0	0.177928639	20945	58604	37721	59392	212222	10142	8115	9344		296.0	992.0	750.0	843.0	4183.0	185.0	127.0	165.0		1523.0	7541.0	0.201962604
2012-10-01	58813	302595	525	1086.0	7.0	5233.0	1093.0	6326.0	0.172779007	21216	59628	38524	60898	215414	10329	8228	9513		271.0	1024.0	803.0	1506.0	3192.0	187.0	113.0	169.0		1543.0	7265.0	0.212388162
2012-11-01	59945	307864	533	1132.0	8.0	5269.0	1140.0	6409.0	0.177874863	21476	60666	39280	63204	216867	10494	8338	9667		260.0	1038.0	756.0	2306.0	1453.0	165.0	110.0	154.0		1445.0	6242.0	0.231496315
2012-12-01	61149	313484	537	1204.0	4.0	5620.0	1208.0	6828.0	0.176918571	21707	61773	39970	64756	219740	10687	8452	9807		231.0	1107.0	690.0	1552.0	2873.0	193.0	114.0	140.0		1368.0	6900.0	0.19826087
2013-01-01	62487	319513	545	1338.0	8.0	6029.0	1346.0	7375.0	0.182508475	21991	63017	40685	66632	221685	10847	8592	9972		284.0	1244.0	715.0	1876.0	1945.0	160.0	140.0	165.0		1464.0	6529.0	0.224230357
2013-02-01	63458	324115	554	971.0	9.0	4602.0	980.0	5582.0	0.175564314	22360	63782	41125	66734	222700	10931	8627	10119		369.0	765.0	440.0	102.0	1015.0	84.0	35.0	147.0		1075.0	2957.0	0.363544133
2013-03-01	63521	322875	556	63.0	2.0	-1240.0	65.0	-1175.0	-0.055319149	21645	62787	40717	66417	220920	10614	8072	9967		-715.0	-995.0	-408.0	-317.0	-1780.0	-317.0	-555.0	-152.0		-2147.0	-5239.0	0.409811033
2013-04-01	64682	327605	560	1161.0	4.0	4730.0	1165.0	5895.0	0.197625106	21717	63492	41110	66966	221577	10680	8092	10050		72.0	705.0	393.0	549.0	657.0	66.0	20.0	83.0		634.0	2545.0	0.249115914
2013-05-01	65932	333365	567	1250.0	7.0	5760.0	1257.0	7017.0	0.179136383	21939	64385	41737	67607	223352	10840	8184	10209		222.0	893.0	627.0	641.0	1775.0	160.0	92.0	159.0		1260.0	4569.0	0.275771504
2013-06-01	67103	338786	573	1171.0	6.0	5421.0	1177.0	6598.0	0.17838739	22185	65340	42307	68234	225164	10987	8282	10361		246.0	955.0	570.0	627.0	1812.0	147.0	98.0	152.0		1213.0	4607.0	0.263294986
2013-07-01	68448	344342	588	1345.0	15.0	5556.0	1360.0	6916.0	0.19664546	22400	66269	42947	69056	226814	11167	8378	10519		215.0	929.0	640.0	822.0	1650.0	180.0	96.0	158.0		1289.0	4690.0	0.274840085
2013-08-01	69714	349826	598	1266.0	10.0	5484.0	1276.0	6760.0	0.188757396	22609	67533	43617	69896	229053	11280	8433	10665		209.0	1264.0	670.0	840.0	2239.0	113.0	55.0	146.0		1193.0	5536.0	0.215498555
2013-09-01	70752	354553	605	1038.0	7.0	4727.0	1045.0	5772.0	0.181046431	22794	68386	44167	70577	230854	11410	8486	10806		185.0	853.0	550.0	681.0	1801.0	130.0	53.0	141.0		1059.0	4394.0	0.241010469
2013-10-01	71891	359780	615	1139.0	10.0	5227.0	1149.0	6376.0	0.180207026	22964	69356	45107	71198	233401	11532	8558	10882		170.0	970.0	940.0	621.0	2547.0	122.0	72.0	76.0		1380.0	5518.0	0.250090613
2013-11-01	72960	364902	623	1069.0	8.0	5122.0	1077.0	6199.0	0.1737377	23207	70283	45883	71931	235343	11670	8628	10987		243.0	927.0	776.0	733.0	1942.0	138.0	70.0	105.0		1332.0	4934.0	0.269963518
2013-12-01	74108	370228	635	1148.0	12.0	5326.0	1160.0	6486.0	0.178846747	23366	71128	46649	72659	237315	11804	8709	11145		159.0	845.0	766.0	728.0	1972.0	134.0	81.0	158.0		1298.0	4843.0	0.268015693
2014-01-01	75558	376288	642	1450.0	7.0	6060.0	1457.0	7517.0	0.193827325	23617	72369	47454	73616	238717	11964	8816	11262		251.0	1241.0	805.0	957.0	1402.0	160.0	107.0	117.0		1440.0	5040.0	0.285714286
2014-02-01	76917	381807	646	1359.0	4.0	5519.0	1363.0	6882.0	0.198052892	23824	73238	48144	74403	240261	12080	8896	11367		207.0	869.0	690.0	787.0	1544.0	116.0	80.0	105.0		1198.0	4398.0	0.272396544
2014-03-01	78372	387635	652	1455.0	6.0	5828.0	1461.0	7289.0	0.200439018	24079	74349	48851	75239	242548	12243	8979	11545		255.0	1111.0	707.0	836.0	2287.0	163.0	83.0	178.0		1386.0	5620.0	0.246619217
2014-04-01	79674	393135	659	1302.0	7.0	5500.0	1309.0	6809.0	0.192245557	24277	75275	49530	76053	244967	12397	9083	11666		198.0	926.0	679.0	814.0	2419.0	154.0	104.0	121.0		1256.0	5415.0	0.231948292
2014-05-01	81014	399266	676	1340.0	17.0	6131.0	1357.0	7488.0	0.181223291	24493	76206	50269	76778	247303	12517	9182	11879		216.0	931.0	739.0	725.0	2336.0	120.0	99.0	213.0		1387.0	5379.0	0.25785462
2014-06-01	82234	404906	691	1220.0	15.0	5640.0	1235.0	6875.0	0.179636364	24654	77080	50900	77419	249214	12625	9268	12120		161.0	874.0	631.0	641.0	1911.0	108.0	86.0	241.0		1227.0	4653.0	0.263700838
